ID,_case27_listing_type,Title,Content,_job_phone,_whatsapp,_fone-2,_job_location,_listing-details,_location,_links,_social-networks,_job_website,_job_email,_job_logo,_job_expires,_job_gallery,_job_cover,_form_heading,_other,Content,Title,"Post Type",Tags,_job_location,_contact-information,_featured
67300,cars,"Fiat Strada  1.4 Freedom",,,,,,,,,,https://www.noroestemotors.com/carros/usado-fiat-strada-1-4-2019-2020-manual-flex-2/,mercantilveiculos@yahoo.com.br,,,"a:12:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-55_694372.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-56_132003.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-56_399667.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-56_739043.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-57_074480.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-57_430409.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-57_745278.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-58_103093.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-58_463272.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-58_758781.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-59_106846.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-59_373626.jpeg"";}","a:12:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-55_694372.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-56_132003.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-56_399667.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-56_739043.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-57_074480.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-57_430409.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-57_745278.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-58_103093.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-58_463272.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-58_758781.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-59_106846.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-12_12-59-59_373626.jpeg"";}",,,,"Fiat Strada  1.4 Freedom",job_listing,,,,
67360,cars,"Fiat Palio  1.6 Sporting","FIAT PALIO 
1.6 MPI SPORTING 16V FLEX 4P MANUAL
  2015/2016
  Valor: R$ 46.900,00
 Mais infos:
156832 km  
Ar condicionado
Direção hidráulica
Travas elétricas
Vidros elétricos
Alarme
Rádio e CD Player
Freio ABS
Air bag do motorista
Rodas de liga leve
Desembaçador traseiro
Air bag duplo
Limpador traseiro
Rádio
Retrovisores elétricos
Encosto de cabeça traseiro
Volante com Regulagem de Altura
Computador de bordo
Porta-copos
Farol de neblina
Comando de áudio e telefone no volante
MP3 Player
Pára-choques na cor do veículo
Fale com um de nossos consultores api.whatsapp.com/send?phone=5538998063246
 Whats.",,,,,,,,,https://www.noroestemotors.com/carros/usado-fiat-palio-1-6-2015-2018-manual-flex/,cleitonnogueira3246@gmail.com,,,"a:11:{i:0;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-41_607627.jpg"";i:1;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_124182.jpg"";i:2;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_499998.jpg"";i:3;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_536850.jpg"";i:4;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_960658.jpg"";i:5;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-43_330770.jpg"";i:6;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-43_660255.jpg"";i:7;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-44_092560.jpg"";i:8;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-44_513858.jpg"";i:9;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-44_937305.jpg"";i:10;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-45_405360.jpg"";}","a:11:{i:0;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-41_607627.jpg"";i:1;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_124182.jpg"";i:2;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_499998.jpg"";i:3;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_536850.jpg"";i:4;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-42_960658.jpg"";i:5;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-43_330770.jpg"";i:6;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-43_660255.jpg"";i:7;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-44_092560.jpg"";i:8;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-44_513858.jpg"";i:9;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-44_937305.jpg"";i:10;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-13_16-02-45_405360.jpg"";}",,,"FIAT PALIO 
1.6 MPI SPORTING 16V FLEX 4P MANUAL
  2015/2016
  Valor: R$ 46.900,00
 Mais infos:
156832 km  
Ar condicionado
Direção hidráulica
Travas elétricas
Vidros elétricos
Alarme
Rádio e CD Player
Freio ABS
Air bag do motorista
Rodas de liga leve
Desembaçador traseiro
Air bag duplo
Limpador traseiro
Rádio
Retrovisores elétricos
Encosto de cabeça traseiro
Volante com Regulagem de Altura
Computador de bordo
Porta-copos
Farol de neblina
Comando de áudio e telefone no volante
MP3 Player
Pára-choques na cor do veículo
Fale com um de nossos consultores api.whatsapp.com/send?phone=5538998063246
 Whats.","Fiat Palio  1.6 Sporting",job_listing,,,,
67382,cars,"Honda Civic  2.0 LXR",,,,,,,,,,https://www.noroestemotors.com/carros/usado-honda-civic-2-0-2014-2015-automatico-flex/,mercantilveiculos@yahoo.com.br,,,"a:13:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-50_449202.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-50_861434.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-51_192781.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-51_538419.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-51_896012.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-52_267086.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-52_592120.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-52_860288.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-53_189667.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-53_516748.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-53_826998.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-54_159916.jpeg"";i:12;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-54_397525.jpeg"";}","a:13:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-50_449202.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-50_861434.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-51_192781.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-51_538419.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-51_896012.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-52_267086.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-52_592120.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-52_860288.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-53_189667.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-53_516748.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-53_826998.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-54_159916.jpeg"";i:12;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_10-43-54_397525.jpeg"";}",,,,"Honda Civic  2.0 LXR",job_listing,,,,
67410,cars,"Fiat Argo  1.0 Drive",,,,,,,,,,https://www.noroestemotors.com/carros/usado-fiat-argo-1-0-2020-2020-manual-flex-3/,mercantilveiculos@yahoo.com.br,,,"a:13:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-07_302156.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-07_738183.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-08_068194.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-08_340742.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-08_694277.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-09_044396.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-09_348227.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-09_664069.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_008034.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_343717.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_700311.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_994512.jpeg"";i:12;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-11_318283.jpeg"";}","a:13:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-07_302156.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-07_738183.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-08_068194.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-08_340742.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-08_694277.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-09_044396.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-09_348227.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-09_664069.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_008034.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_343717.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_700311.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-10_994512.jpeg"";i:12;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-14_12-01-11_318283.jpeg"";}",,,,"Fiat Argo  1.0 Drive",job_listing,,,,
67453,cars,"Fiat Palio  1.8 Weekend Adventure Dualogic",,,,,,,,,,https://www.noroestemotors.com/carros/usado-fiat-palio-1-8-2009-2010-automatizado-flex-2/,mercantilveiculos@yahoo.com.br,,,"a:12:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-01_551391.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-02_267014.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-02_799749.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-03_249170.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-03_686795.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-04_170362.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-04_708561.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-05_275833.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-05_837895.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-06_271696.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-06_655207.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-07_078294.jpeg"";}","a:12:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-01_551391.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-02_267014.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-02_799749.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-03_249170.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-03_686795.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-04_170362.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-04_708561.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-05_275833.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-05_837895.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-06_271696.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-06_655207.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_08-38-07_078294.jpeg"";}",,,,"Fiat Palio  1.8 Weekend Adventure Dualogic",job_listing,,,,
67480,place,"Laranjitus - Suco Natural","<strong>Laranjitus - Suco Natural</strong>

🥤| O melhor suco natural que você ja tomou.
😍 | Em todos os momentos, um Laranjitus é um ótimo acompanhamento
⬇️ Faça seu pedido, levamos até você
Rua São José, 366, Unaí 38610026

<strong><a href=""http://wa.me/+553899690366"" target=""_blank"" rel=""noopener"">wa.me/+553899690366</a></strong>","(38) 99969-0366","(38) 99969-0366",,"Rua São José, 366 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:36:""https://www.instagram.com/laranjitus"";}}",,https://www.instagram.com/laranjitus,,"a:1:{i:0;s:79:""https://guiaunai.com.br/wp-content/uploads/2025/06/empresas_laranjitus_logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Laranjitus - Suco Natural</strong>

🥤| O melhor suco natural que você ja tomou.
😍 | Em todos os momentos, um Laranjitus é um ótimo acompanhamento
⬇️ Faça seu pedido, levamos até você
Rua São José, 366, Unaí 38610026

<strong><a href=""http://wa.me/+553899690366"" target=""_blank"" rel=""noopener"">wa.me/+553899690366</a></strong>","Laranjitus - Suco Natural",job_listing,,"Rua São José, 366 - Centro - Unaí, MG",,1
67495,cars,"Hyundai HB20  1.0 Turbo Diamond",,,,,,,,,,https://www.noroestemotors.com/carros/usado-hyundai-hb20-1-0-2021-2022-automatico-flex/,mercantilveiculos@yahoo.com.br,,,"a:12:{i:0;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-57-58_691833.png"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-16_062255.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-17_242773.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-18_451631.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-19_607815.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-20_667376.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-21_871907.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-23_322120.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-24_301691.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-25_411523.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-26_936272.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-28_395247.jpeg"";}","a:12:{i:0;s:81:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-57-58_691833.png"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-16_062255.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-17_242773.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-18_451631.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-19_607815.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-20_667376.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-21_871907.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-23_322120.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-24_301691.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-25_411523.jpeg"";i:10;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-26_936272.jpeg"";i:11;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-16_16-58-28_395247.jpeg"";}",,,,"Hyundai HB20  1.0 Turbo Diamond",job_listing,,,,
67510,place,"Spaghetto Massas","<strong>Spaghetto Massas</strong>

Os melhores macarrões da cidade estão aqui 🏡🍝
📆 Segunda a Sexta 10:30 ás 14:00 e das 17:30 ás 23:00
📆 Domingo das 17:30 ás 23:00
Celina Lisboa Frederico 1475, Unaí 38610203

<strong><a href=""http://app.cardapioweb.com/spaguetto_massas"" target=""_blank"" rel=""noopener"">app.cardapioweb.com/spaguetto_massas</a></strong>","(38) 99865-8940","(38) 99865-8940",,"Rua Celina Lisboa Frederico, 1475 - Cachoeira - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:40:""https://www.instagram.com/spaghetto_unai"";}}",,https://www.instagram.com/spaghetto_unai,,"a:1:{i:0;s:77:""https://guiaunai.com.br/wp-content/uploads/2025/06/empresas_spagheto_logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Spaghetto Massas</strong>

Os melhores macarrões da cidade estão aqui 🏡🍝
📆 Segunda a Sexta 10:30 ás 14:00 e das 17:30 ás 23:00
📆 Domingo das 17:30 ás 23:00
Celina Lisboa Frederico 1475, Unaí 38610203

<strong><a href=""http://app.cardapioweb.com/spaguetto_massas"" target=""_blank"" rel=""noopener"">app.cardapioweb.com/spaguetto_massas</a></strong>","Spaghetto Massas",job_listing,espaguete|macarrao|massas|restaurante|restaurantes,"Rua Celina Lisboa Frederico, 1475 - Cachoeira - Unaí, MG",,0
67512,place,"Armazém do Queijo Unaí","<strong>Armazém do Queijo Unaí 🧀</strong>

<strong>Queijaria</strong>
🧀 Queijos artesanais e tábuas exclusivas!
✨ Sabor e qualidade em cada pedaço.
🍷 Vinhos escolhidos a dedo.
📲 Contato: (38) 98859-1089
👇🏼Cardápio 👇🏼

<strong><a href=""http://goo.su/lFyV"" target=""_blank"" rel=""noopener"">goo.su/lFyV</a></strong>","(38) 98859-1089","(38) 98859-1089",,"Av. Gov. Valadares, 665 - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:45:""https://www.instagram.com/armazemdoqueijounai"";}}",,https://www.instagram.com/armazemdoqueijounai,,"a:1:{i:0;s:83:""https://guiaunai.com.br/wp-content/uploads/2025/06/empresas_logo_armazem_queijo.jpg"";}",,a:0:{},a:0:{},,,"<strong>Armazém do Queijo Unaí 🧀</strong>

<strong>Queijaria</strong>
🧀 Queijos artesanais e tábuas exclusivas!
✨ Sabor e qualidade em cada pedaço.
🍷 Vinhos escolhidos a dedo.
📲 Contato: (38) 98859-1089
👇🏼Cardápio 👇🏼

<strong><a href=""http://goo.su/lFyV"" target=""_blank"" rel=""noopener"">goo.su/lFyV</a></strong>","Armazém do Queijo Unaí",job_listing,queijaria,"Av. Gov. Valadares, 665 - Centro - Unaí, MG",,1
67515,place,"MeltenCo Unaí","<strong>MeltenCo Unaí</strong>

😋 Seja o arquiteto do seu sorvete
🍦 Todos os dias - 12:00 às 22:30
🐶 Pet Friendly || 🍨 Sem Glúten
📍 <a href=""https://www.instagram.com/meltenco.unai/"">Rua Nossa Senhora do Carmo, 146 - A, Centro.</a>

<strong>linktr.ee/meltencounai</strong>","(38) 99961-5250","(38) 99961-5250",,"Rua Nossa Senhora do Carmo, 146 - A - Centro - Unaí, MG",,,"a:1:{i:0;a:2:{s:7:""network"";s:9:""Instagram"";s:3:""url"";s:39:""https://www.instagram.com/meltenco.unai"";}}",,https://www.instagram.com/meltenco.unai,,"a:1:{i:0;s:77:""https://guiaunai.com.br/wp-content/uploads/2025/06/empresas_meltenco_logo.jpg"";}",,a:0:{},a:0:{},,,"<strong>MeltenCo Unaí</strong>

😋 Seja o arquiteto do seu sorvete
🍦 Todos os dias - 12:00 às 22:30
🐶 Pet Friendly || 🍨 Sem Glúten
📍 <a href=""https://www.instagram.com/meltenco.unai/"">Rua Nossa Senhora do Carmo, 146 - A, Centro.</a>

<strong>linktr.ee/meltencounai</strong>","MeltenCo Unaí",job_listing,sorveteria|sorveterias|sorvetes,"Rua Nossa Senhora do Carmo, 146 - A - Centro - Unaí, MG",,1
67554,cars,"Jeep Renegade  2.0 Sport",,,,,,,,,,https://www.noroestemotors.com/carros/usado-jeep-renegade-2-0-2016-2016-automatico-diesel/,focoveiculos@bol.com.br,,,"a:10:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-43_833960.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-44_225318.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-44_476169.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-44_783043.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_066920.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_292771.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_517556.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_748648.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_979807.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-46_201097.jpeg"";}","a:10:{i:0;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-43_833960.jpeg"";i:1;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-44_225318.jpeg"";i:2;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-44_476169.jpeg"";i:3;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-44_783043.jpeg"";i:4;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_066920.jpeg"";i:5;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_292771.jpeg"";i:6;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_517556.jpeg"";i:7;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_748648.jpeg"";i:8;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-45_979807.jpeg"";i:9;s:82:""https://guiaunai.com.br/wp-content/uploads/2025/06/2025-06-18_10-40-46_201097.jpeg"";}",,,,"Jeep Renegade  2.0 Sport",job_listing,,,,
